open_time,open,high,low,close,volume,amount
2026-04-21 04:05:00+00:00,75726.07,75726.08,75645.45,75645.45,10.97892,830839.76253
2026-04-21 04:10:00+00:00,75645.45,75662.16,75611.05,75611.05,8.73432,660712.0590514
2026-04-21 04:15:00+00:00,75611.05,75663.78,75600.0,75600.01,22.24389,1682413.7546644
2026-04-21 04:20:00+00:00,75600.0,75652.58,75600.0,75644.91,15.31222,1157983.7295271
2026-04-21 04:25:00+00:00,75644.91,75712.89,75632.43,75633.63,18.67039,1412795.0426187
2026-04-21 04:30:00+00:00,75633.63,75673.3,75623.2,75623.2,25.10118,1899005.2815872
2026-04-21 04:35:00+00:00,75623.21,75729.46,75623.21,75704.29,31.98663,2421376.1246017
2026-04-21 04:40:00+00:00,75704.29,75712.0,75650.0,75711.19,26.6401,2016183.1250029
2026-04-21 04:45:00+00:00,75711.19,75733.29,75689.91,75721.12,19.97802,1512685.1359789
2026-04-21 04:50:00+00:00,75721.13,75790.02,75721.12,75753.74,15.82577,1198952.4421019
2026-04-21 04:55:00+00:00,75753.74,75823.49,75749.99,75813.81,28.31099,2145944.3062112
2026-04-21 05:00:00+00:00,75813.8,75852.0,75804.0,75846.69,18.05065,1368683.4464799
2026-04-21 05:05:00+00:00,75846.68,75970.68,75842.3,75931.81,40.33343,3061461.9297588
2026-04-21 05:10:00+00:00,75931.81,75931.81,75867.52,75900.0,18.15156,1377618.4000734
2026-04-21 05:15:00+00:00,75900.0,75922.6,75870.93,75879.75,19.7069,1495454.8399133
2026-04-21 05:20:00+00:00,75879.74,75975.61,75879.74,75970.13,73.30277,5565755.2919181
2026-04-21 05:25:00+00:00,75970.13,75981.1,75850.0,75892.42,44.47005,3376470.9347467
2026-04-21 05:30:00+00:00,75892.41,75892.42,75829.79,75859.81,11.41673,866065.4087936
2026-04-21 05:35:00+00:00,75859.8,75879.32,75834.81,75834.82,9.95671,755338.1995583
2026-04-21 05:40:00+00:00,75834.82,75864.28,75834.82,75841.62,15.40797,1168745.5723396
2026-04-21 05:45:00+00:00,75841.62,75841.62,75782.75,75809.12,28.17588,2136049.674112
2026-04-21 05:50:00+00:00,75809.13,75829.77,75783.55,75829.77,18.04045,1367565.9890921
2026-04-21 05:55:00+00:00,75829.76,75829.77,75798.18,75802.0,24.52548,1859443.0341289
2026-04-21 06:00:00+00:00,75802.0,75817.54,75734.15,75754.27,25.43231,1926940.6962479
2026-04-21 06:05:00+00:00,75754.28,75781.81,75750.0,75766.72,19.32428,1464199.0926593
2026-04-21 06:10:00+00:00,75766.72,75789.0,75758.17,75788.54,16.71377,1266416.0079893
2026-04-21 06:15:00+00:00,75788.53,75800.06,75743.37,75743.38,52.00466,3941504.441702
2026-04-21 06:20:00+00:00,75743.38,75765.44,75703.85,75724.0,22.24609,1684865.0228925
2026-04-21 06:25:00+00:00,75724.0,75766.53,75722.6,75760.41,16.49257,1249315.8694937
2026-04-21 06:30:00+00:00,75760.41,76070.0,75760.41,76066.69,127.64899,9702712.776401
2026-04-21 06:35:00+00:00,76066.7,76129.95,76001.59,76031.71,49.02627,3729192.0393688
2026-04-21 06:40:00+00:00,76031.7,76058.27,75992.06,75992.06,20.12302,1529940.917791
2026-04-21 06:45:00+00:00,75992.07,76045.71,75991.37,76037.71,17.33171,1317484.3440111
2026-04-21 06:50:00+00:00,76037.7,76037.78,75971.46,75974.99,16.50847,1254716.6151706
2026-04-21 06:55:00+00:00,75974.99,75999.26,75964.29,75974.11,26.02125,1977258.1634995
2026-04-21 07:00:00+00:00,75974.12,75982.13,75814.26,75888.93,25.5272,1937539.4509015
2026-04-21 07:05:00+00:00,75888.93,75904.37,75867.16,75900.11,14.01447,1063551.1872701
2026-04-21 07:10:00+00:00,75900.12,75974.12,75900.12,75955.87,22.74282,1727062.8824519
2026-04-21 07:15:00+00:00,75955.88,76056.93,75938.0,76056.93,20.08853,1526602.3978522
2026-04-21 07:20:00+00:00,76056.94,76138.08,76052.82,76138.08,38.60295,2937463.4117156
2026-04-21 07:25:00+00:00,76138.08,76300.0,76138.08,76179.82,67.55273,5148441.4367696
2026-04-21 07:30:00+00:00,76179.82,76236.78,76028.7,76109.33,220.30242,16763295.4689392
2026-04-21 07:35:00+00:00,76109.34,76232.16,76109.33,76171.65,292.86785,22309851.8386942
2026-04-21 07:40:00+00:00,76171.65,76300.0,76171.65,76194.84,131.25615,10004366.7113128
2026-04-21 07:45:00+00:00,76194.84,76222.3,76131.93,76222.27,162.08138,12344695.5326338
2026-04-21 07:50:00+00:00,76222.26,76293.36,76116.0,76117.29,110.5877,8426419.9258261
2026-04-21 07:55:00+00:00,76117.28,76132.05,76084.33,76084.34,131.10028,9976793.6179383
2026-04-21 08:00:00+00:00,76084.34,76168.18,76063.98,76144.11,52.86529,4024014.1562271
2026-04-21 08:05:00+00:00,76144.11,76211.79,76107.62,76162.69,42.18646,3212999.7928303
2026-04-21 08:10:00+00:00,76162.69,76184.86,76088.5,76132.47,43.2433,3292506.1105549
2026-04-21 08:15:00+00:00,76132.46,76212.0,76115.62,76211.99,40.63101,3095070.4452882
2026-04-21 08:20:00+00:00,76212.0,76368.0,76211.99,76332.1,83.09203,6341408.8974757
2026-04-21 08:25:00+00:00,76332.11,76370.0,76300.0,76352.16,36.65085,2797981.6693124
2026-04-21 08:30:00+00:00,76352.15,76353.92,76265.14,76321.46,49.78144,3798966.9784458
2026-04-21 08:35:00+00:00,76321.47,76341.66,76250.0,76341.66,49.43535,3771988.9351574
2026-04-21 08:40:00+00:00,76341.66,76496.68,76324.2,76458.78,63.90683,4883992.6515095
2026-04-21 08:45:00+00:00,76458.78,76927.57,76419.87,76659.01,337.96179,25930493.3846207
2026-04-21 08:50:00+00:00,76659.02,76665.61,76534.95,76538.26,67.54661,5173388.4811165
2026-04-21 08:55:00+00:00,76538.26,76538.26,76454.84,76507.21,47.93687,3667491.451367
2026-04-21 09:00:00+00:00,76507.21,76587.82,76385.31,76400.95,108.48081,8295282.8026467
2026-04-21 09:05:00+00:00,76400.94,76440.01,76349.82,76418.89,41.07489,3138183.0701619
2026-04-21 09:10:00+00:00,76418.88,76484.41,76412.38,76476.68,22.04709,1685604.8192833
2026-04-21 09:15:00+00:00,76476.69,76531.0,76476.68,76509.19,23.99965,1836165.9774444
2026-04-21 09:20:00+00:00,76509.2,76530.99,76412.8,76412.8,27.90993,2134501.0847669
2026-04-21 09:25:00+00:00,76412.81,76412.81,76196.05,76246.75,92.26451,7038733.1206485
2026-04-21 09:30:00+00:00,76246.76,76283.97,76200.01,76200.01,74.50791,5680026.6552167
2026-04-21 09:35:00+00:00,76200.01,76272.98,76155.0,76268.75,67.78413,5164975.9986837
2026-04-21 09:40:00+00:00,76268.76,76322.27,76268.76,76301.26,28.87182,2202732.6716139
2026-04-21 09:45:00+00:00,76301.25,76329.84,76250.0,76296.48,28.29378,2158383.0632572
2026-04-21 09:50:00+00:00,76296.49,76354.16,76275.01,76312.4,26.30888,2007918.2427696
2026-04-21 09:55:00+00:00,76312.41,76381.61,76312.41,76362.77,41.12897,3140031.2343833
2026-04-21 10:00:00+00:00,76362.78,76417.56,76349.59,76417.06,25.15542,1921543.6077559
2026-04-21 10:05:00+00:00,76417.07,76502.72,76399.4,76470.0,46.62119,3564485.5712964
2026-04-21 10:10:00+00:00,76470.01,76470.01,76386.55,76438.0,22.31665,1705463.9052849
2026-04-21 10:15:00+00:00,76437.99,76530.0,76373.03,76476.12,88.13924,6737806.552546
2026-04-21 10:20:00+00:00,76476.12,76574.0,76435.73,76572.0,31.56271,2414718.8646468
2026-04-21 10:25:00+00:00,76572.0,76572.0,76502.94,76511.72,31.25401,2391899.409545
2026-04-21 10:30:00+00:00,76511.73,76543.44,76496.2,76528.0,18.16574,1390067.6009578
2026-04-21 10:35:00+00:00,76527.99,76553.14,76527.99,76533.8,18.39167,1407701.8119501
2026-04-21 10:40:00+00:00,76533.8,76598.56,76471.27,76572.11,28.81228,2204845.4117786
2026-04-21 10:45:00+00:00,76572.1,76734.68,76550.86,76730.49,95.00727,7282608.9955242
2026-04-21 10:50:00+00:00,76730.49,76866.55,76730.49,76834.01,98.09065,7532583.3525768
2026-04-21 10:55:00+00:00,76834.0,76866.55,76746.41,76746.41,32.8256,2520873.109142
2026-04-21 11:00:00+00:00,76746.41,76750.68,76660.58,76689.25,40.70804,3122508.070348
2026-04-21 11:05:00+00:00,76689.25,76704.5,76593.06,76642.96,63.32556,4854175.0354174
2026-04-21 11:10:00+00:00,76642.96,76645.82,76344.34,76405.37,180.45994,13796606.2927706
2026-04-21 11:15:00+00:00,76405.37,76511.33,76342.0,76511.33,38.86934,2971440.1680002
2026-04-21 11:20:00+00:00,76511.33,76723.87,76502.46,76695.17,50.60929,3876929.801062
2026-04-21 11:25:00+00:00,76689.87,76689.88,76610.85,76669.07,21.32614,1634657.7145311
2026-04-21 11:30:00+00:00,76669.07,76691.98,76579.63,76579.64,21.16593,1622303.0564099
2026-04-21 11:35:00+00:00,76579.64,76623.09,76552.41,76602.0,48.14792,3687350.6774657
2026-04-21 11:40:00+00:00,76602.0,76609.94,76468.24,76473.9,59.47564,4551531.9101595
2026-04-21 11:45:00+00:00,76473.9,76485.25,76446.35,76456.21,54.59115,4173919.0625108
2026-04-21 11:50:00+00:00,76456.2,76491.6,76446.23,76446.24,21.14232,1616686.2942934
2026-04-21 11:55:00+00:00,76446.24,76482.99,76417.16,76452.94,25.12157,1920671.2250342
2026-04-21 12:00:00+00:00,76452.94,76494.11,76356.0,76400.01,71.55027,5468202.8333539
2026-04-21 12:05:00+00:00,76400.0,76463.36,76383.69,76439.46,36.92673,2821679.1884378
2026-04-21 12:10:00+00:00,76439.47,76439.47,76258.76,76258.76,57.75876,4409295.9210232
2026-04-21 12:15:00+00:00,76258.76,76331.95,76247.09,76330.39,40.8738,3117876.7821099
2026-04-21 12:20:00+00:00,76330.39,76368.89,76300.0,76313.3,19.99669,1526444.2348292
2026-04-21 12:25:00+00:00,76313.31,76386.59,76313.3,76381.19,20.63454,1575536.3053857
2026-04-21 12:30:00+00:00,76381.2,76517.36,76317.48,76506.0,30.7536,2350213.9870939
2026-04-21 12:35:00+00:00,76506.01,76528.11,76100.0,76128.79,65.15794,4969796.4565119
2026-04-21 12:40:00+00:00,76128.79,76150.08,75709.03,75829.94,476.73972,36211412.9751975
2026-04-21 12:45:00+00:00,75829.95,75910.63,75745.13,75780.92,100.16658,7596255.6234295
2026-04-21 12:50:00+00:00,75780.92,75955.07,75767.86,75955.07,71.69776,5438650.2451118
2026-04-21 12:55:00+00:00,75955.07,76059.79,75955.06,76009.46,47.52876,3612100.8621296
2026-04-21 13:00:00+00:00,76009.46,76088.52,75912.9,75926.16,83.95664,6383738.8273445
2026-04-21 13:05:00+00:00,75926.15,76050.0,75900.0,75995.63,33.19327,2522152.7179627
2026-04-21 13:10:00+00:00,75995.63,76022.59,75963.16,75991.69,28.51048,2166711.2681721
2026-04-21 13:15:00+00:00,75991.39,76068.79,75970.0,76036.02,25.64377,1949859.3732994
2026-04-21 13:20:00+00:00,76036.01,76059.12,75996.39,76054.0,71.59546,5443287.2029092
2026-04-21 13:25:00+00:00,76054.0,76129.95,76007.22,76029.46,75.52509,5746932.0503804
2026-04-21 13:30:00+00:00,76029.46,76029.46,75865.7,75906.34,78.79532,5983160.6760802
2026-04-21 13:35:00+00:00,75906.33,75963.63,75777.13,75788.77,57.3175,4347583.5359022
2026-04-21 13:40:00+00:00,75788.78,76179.75,75736.33,76012.01,72.07394,5477015.1795511
2026-04-21 13:45:00+00:00,76012.0,76053.99,75850.41,75876.9,53.60776,4069348.7668044
2026-04-21 13:50:00+00:00,75876.91,75907.88,75770.65,75808.36,42.61401,3231337.3496313
2026-04-21 13:55:00+00:00,75808.37,75950.0,75808.37,75899.98,63.25169,4801511.8059628
2026-04-21 14:00:00+00:00,75899.98,75933.37,75700.0,75841.4,80.6381,6112860.774496
2026-04-21 14:05:00+00:00,75841.39,75880.63,75726.0,75875.28,33.31787,2525833.9688339
2026-04-21 14:10:00+00:00,75875.28,75877.15,75759.39,75838.23,26.24924,1990416.0046528
2026-04-21 14:15:00+00:00,75838.24,76300.73,75838.24,76178.83,129.50094,9861471.9443638
2026-04-21 14:20:00+00:00,76178.83,76251.98,76063.98,76112.68,50.80364,3869498.5790507
2026-04-21 14:25:00+00:00,76112.67,76202.0,76088.57,76117.39,24.98786,1902562.2967422
2026-04-21 14:30:00+00:00,76117.38,76251.34,76110.29,76212.59,34.41715,2621436.6736872
2026-04-21 14:35:00+00:00,76212.59,76373.56,76203.27,76314.77,52.82788,4030351.4829498
2026-04-21 14:40:00+00:00,76314.77,76595.3,76285.41,76463.52,158.66061,12127754.7454388
2026-04-21 14:45:00+00:00,76463.51,76472.85,76187.23,76222.61,70.54225,5382086.9849913
2026-04-21 14:50:00+00:00,76222.6,76268.79,76149.78,76149.78,38.56272,2938364.8783138
2026-04-21 14:55:00+00:00,76149.78,76149.78,75625.28,75675.05,248.70585,18857191.6096962
2026-04-21 15:00:00+00:00,75675.04,75799.84,75430.62,75676.3,207.02172,15657082.9741662
2026-04-21 15:05:00+00:00,75676.3,75759.8,75549.84,75719.25,94.7233,7167402.6649403
2026-04-21 15:10:00+00:00,75719.25,75850.0,75710.0,75771.19,62.63781,4746556.7998056
2026-04-21 15:15:00+00:00,75771.18,75979.78,75754.16,75979.01,71.60457,5431985.906518
2026-04-21 15:20:00+00:00,75979.01,75979.02,75746.15,75766.7,72.8281,5524828.8870287
2026-04-21 15:25:00+00:00,75766.7,75766.7,75594.0,75694.9,53.58011,4055141.8577527
2026-04-21 15:30:00+00:00,75694.9,75770.98,75622.43,75653.2,46.47228,3517653.090841
2026-04-21 15:35:00+00:00,75653.2,75771.97,75529.98,75771.97,148.44102,11220952.7266275
2026-04-21 15:40:00+00:00,75772.0,75820.19,75657.89,75701.5,34.70872,2628333.2079759
2026-04-21 15:45:00+00:00,75701.5,75810.54,75668.16,75755.98,44.04719,3336164.7201323
2026-04-21 15:50:00+00:00,75755.98,75763.15,75681.23,75681.24,50.02611,3788342.9873485
2026-04-21 15:55:00+00:00,75681.24,75834.66,75620.0,75834.65,37.77058,2861416.8224903
2026-04-21 16:00:00+00:00,75834.66,76001.0,75831.99,75855.11,93.90653,7128810.6123042
2026-04-21 16:05:00+00:00,75855.11,75959.37,75822.71,75959.37,33.1189,2513087.2053152
2026-04-21 16:10:00+00:00,75959.38,75966.98,75850.0,75960.96,22.97234,1743586.635276
2026-04-21 16:15:00+00:00,75960.97,75985.89,75846.0,75969.07,34.88497,2648751.360752
2026-04-21 16:20:00+00:00,75969.06,75972.83,75854.87,75891.62,39.41383,2992176.3243377
2026-04-21 16:25:00+00:00,75891.62,75986.36,75861.28,75863.67,40.20914,3052699.984626
2026-04-21 16:30:00+00:00,75863.67,76087.33,75845.22,76087.33,33.05863,2511913.4199291
2026-04-21 16:35:00+00:00,76087.34,76190.72,75989.15,76029.05,71.53854,5444523.7482143
2026-04-21 16:40:00+00:00,76029.06,76106.78,75871.36,75891.52,31.45711,2390131.4332861
2026-04-21 16:45:00+00:00,75891.52,76046.0,75889.17,76046.0,31.38808,2384540.3203759
2026-04-21 16:50:00+00:00,76045.99,76045.99,75918.0,75930.43,31.9763,2428967.1777107
2026-04-21 16:55:00+00:00,75930.43,75933.53,75760.0,75781.18,32.40627,2458358.0490203
2026-04-21 17:00:00+00:00,75781.19,75822.38,75722.41,75742.38,38.83993,2942759.5260563
2026-04-21 17:05:00+00:00,75742.39,75742.39,75551.79,75651.0,86.55467,6545602.7713327
2026-04-21 17:10:00+00:00,75651.0,75651.0,75441.2,75540.23,94.87522,7164434.0538203
2026-04-21 17:15:00+00:00,75540.24,75549.42,75097.48,75101.3,172.64936,12996297.9743995
2026-04-21 17:20:00+00:00,75101.29,75365.41,75052.64,75303.61,121.18908,9119061.8015972
2026-04-21 17:25:00+00:00,75303.6,75382.1,75205.82,75332.73,62.71203,4722237.5554297
2026-04-21 17:30:00+00:00,75332.73,75374.82,75273.66,75334.2,52.66497,3966988.9523251
2026-04-21 17:35:00+00:00,75334.19,75692.0,75273.03,75597.21,130.51897,9856820.3351762
2026-04-21 17:40:00+00:00,75597.51,75912.98,75589.03,75768.03,123.00981,9320148.7622866
2026-04-21 17:45:00+00:00,75768.02,75793.07,75642.85,75713.46,48.52686,3672980.7591148
2026-04-21 17:50:00+00:00,75713.46,75820.0,75608.89,75617.57,24.31192,1841288.0717536
2026-04-21 17:55:00+00:00,75617.57,75617.58,75506.95,75545.62,39.23178,2963784.6040209
2026-04-21 18:00:00+00:00,75545.62,75639.52,75520.0,75571.37,48.09355,3635493.8254512
2026-04-21 18:05:00+00:00,75571.37,75637.86,75546.4,75592.75,18.03985,1363829.7746175
2026-04-21 18:10:00+00:00,75592.74,75603.82,75495.55,75582.15,17.49524,1321989.8400493
2026-04-21 18:15:00+00:00,75582.15,75668.24,75437.9,75469.31,120.33057,9088908.9198998
2026-04-21 18:20:00+00:00,75469.32,75513.26,75412.0,75450.01,20.02322,1510820.4880661
2026-04-21 18:25:00+00:00,75450.01,75485.2,75380.0,75475.53,32.56824,2456793.2432607
2026-04-21 18:30:00+00:00,75475.53,75599.26,75475.52,75576.17,19.99143,1510195.3267058
2026-04-21 18:35:00+00:00,75576.16,75583.13,75470.93,75533.72,17.9734,1357744.0941214
2026-04-21 18:40:00+00:00,75533.72,75540.69,75470.0,75524.79,12.80607,967056.5387934
2026-04-21 18:45:00+00:00,75524.78,75560.79,75392.17,75392.17,33.12618,2500702.1675808
2026-04-21 18:50:00+00:00,75392.17,75545.31,75310.88,75506.9,70.34823,5305428.1938072
2026-04-21 18:55:00+00:00,75506.89,75639.46,75464.49,75610.21,45.67457,3451328.7825358
2026-04-21 19:00:00+00:00,75610.21,75745.12,75607.23,75739.12,38.91696,2946215.3128082
2026-04-21 19:05:00+00:00,75739.11,75795.79,75692.03,75692.04,56.15632,4253258.2888275
2026-04-21 19:10:00+00:00,75692.04,75766.55,75567.06,75607.58,75.25803,5697600.7671492
2026-04-21 19:15:00+00:00,75607.58,75685.87,75540.0,75609.64,54.93078,4153751.9437416
2026-04-21 19:20:00+00:00,75609.64,75860.0,75609.64,75832.43,44.4515,3367046.2534562
2026-04-21 19:25:00+00:00,75832.42,75919.5,75762.53,75773.73,35.92062,2724853.6644874
2026-04-21 19:30:00+00:00,75773.74,75786.45,75572.84,75572.85,26.31903,1992326.1134673
2026-04-21 19:35:00+00:00,75572.84,75572.84,75182.0,75255.19,121.69866,9169662.7002864
2026-04-21 19:40:00+00:00,75255.2,75255.2,74823.0,74866.0,274.29594,20571398.4665117
2026-04-21 19:45:00+00:00,74866.01,75032.97,74821.57,75010.08,75.58981,5665063.4184802
2026-04-21 19:50:00+00:00,75010.08,75093.72,74907.38,74955.11,77.44807,5807322.8068556
2026-04-21 19:55:00+00:00,74955.12,75039.08,74947.47,75023.43,73.28188,5495453.7153257
2026-04-21 20:00:00+00:00,75023.43,75187.3,74994.04,75108.31,112.06834,8418841.6166584
2026-04-21 20:05:00+00:00,75108.3,75423.53,74967.58,75358.75,154.91094,11648238.4900806
2026-04-21 20:10:00+00:00,75358.74,75614.29,75312.01,75576.01,195.72748,14779700.9737797
2026-04-21 20:15:00+00:00,75576.0,75630.1,75451.37,75516.01,52.67168,3979142.5514661
2026-04-21 20:20:00+00:00,75516.01,75650.0,75516.0,75628.32,34.19228,2584395.5852078
2026-04-21 20:25:00+00:00,75628.33,75779.99,75628.33,75646.81,80.42887,6089049.4669772
2026-04-21 20:30:00+00:00,75646.8,75859.56,75646.8,75797.09,43.35972,3286065.3732144
2026-04-21 20:35:00+00:00,75797.09,75837.22,75679.62,75755.14,48.02206,3637869.1009156
2026-04-21 20:40:00+00:00,75755.14,75755.14,75666.65,75667.13,20.37144,1541918.8102178
2026-04-21 20:45:00+00:00,75667.12,75732.33,75583.3,75732.33,20.27635,1533773.7249554
2026-04-21 20:50:00+00:00,75732.33,75750.0,75670.09,75709.86,14.25892,1079477.6242846
2026-04-21 20:55:00+00:00,75709.87,75771.0,75695.55,75698.51,20.96895,1587797.2129018
2026-04-21 21:00:00+00:00,75698.51,75777.38,75650.02,75707.99,21.36351,1617444.4604385
2026-04-21 21:05:00+00:00,75707.99,75714.83,75624.99,75625.0,15.28621,1156565.0341918
2026-04-21 21:10:00+00:00,75624.99,75625.0,75535.47,75578.0,27.84124,2103733.1463662
2026-04-21 21:15:00+00:00,75578.01,75608.88,75558.0,75578.58,10.37972,784536.58315
2026-04-21 21:20:00+00:00,75578.58,75673.16,75578.57,75608.62,15.49534,1171965.8947868
2026-04-21 21:25:00+00:00,75608.63,75622.06,75550.11,75577.84,23.77766,1797537.4576597
2026-04-21 21:30:00+00:00,75577.84,75585.0,75573.54,75584.99,15.8275,1196218.7000445
2026-04-21 21:35:00+00:00,75584.99,75628.0,75573.48,75604.56,15.92374,1203905.2501659
2026-04-21 21:40:00+00:00,75604.56,75625.04,75449.95,75452.81,36.50335,2756306.4022886
2026-04-21 21:45:00+00:00,75452.8,75533.79,75431.62,75514.01,34.63425,2614598.4195228
2026-04-21 21:50:00+00:00,75514.01,75540.0,75514.0,75539.99,13.70368,1035054.903377
2026-04-21 21:55:00+00:00,75540.0,75585.88,75522.93,75549.99,18.64035,1408288.6151883
2026-04-21 22:00:00+00:00,75549.99,75594.0,75510.0,75534.85,39.91843,3015902.6436816
2026-04-21 22:05:00+00:00,75534.08,75570.13,75490.0,75503.31,69.02415,5212841.3060074
2026-04-21 22:10:00+00:00,75503.12,75571.45,75500.0,75550.74,27.71308,2093428.4340599
2026-04-21 22:15:00+00:00,75550.74,75550.74,75321.49,75321.5,63.7069,4805037.9717186
2026-04-21 22:20:00+00:00,75321.51,75414.78,75302.31,75363.98,36.2993,2735780.6425301
2026-04-21 22:25:00+00:00,75363.99,75382.36,75341.34,75368.0,14.68826,1107020.5541873
2026-04-21 22:30:00+00:00,75367.99,75402.13,75302.01,75376.84,18.6902,1408554.1043543
2026-04-21 22:35:00+00:00,75376.83,75434.88,75366.82,75386.83,54.62138,4118906.1613016
2026-04-21 22:40:00+00:00,75386.83,75540.85,75379.8,75527.96,16.18716,1221468.0182737
2026-04-21 22:45:00+00:00,75527.43,75550.0,75489.63,75489.64,12.89972,974304.8917249
2026-04-21 22:50:00+00:00,75489.63,75576.36,75489.63,75574.41,11.28923,852848.5617554
2026-04-21 22:55:00+00:00,75574.41,75650.04,75574.41,75650.04,24.25607,1834079.4020925
2026-04-21 23:00:00+00:00,75650.03,75796.7,75622.0,75757.37,41.44742,3137870.2445106
2026-04-21 23:05:00+00:00,75757.36,75857.82,75757.36,75850.99,33.98356,2576849.1682838
2026-04-21 23:10:00+00:00,75850.98,75850.98,75726.9,75775.05,14.19038,1075333.6246872
2026-04-21 23:15:00+00:00,75775.05,75868.91,75754.74,75835.06,10.96521,831339.3609261
2026-04-21 23:20:00+00:00,75835.05,75847.17,75782.0,75824.14,23.90585,1812270.6583448
2026-04-21 23:25:00+00:00,75824.15,75824.15,75760.0,75787.26,14.59009,1105688.8899982
2026-04-21 23:30:00+00:00,75787.25,75836.08,75780.96,75835.99,25.01605,1896288.7366117
2026-04-21 23:35:00+00:00,75836.0,75974.23,75835.99,75974.23,22.96064,1742678.4209345
2026-04-21 23:40:00+00:00,75974.22,76111.88,75931.45,76083.62,70.37471,5350516.8812225
2026-04-21 23:45:00+00:00,76083.62,76406.91,76077.55,76360.51,148.33922,11317201.9761536
2026-04-21 23:50:00+00:00,76360.51,76425.37,76300.0,76341.37,49.04917,3744835.3156722
2026-04-21 23:55:00+00:00,76341.36,76349.19,76314.26,76336.15,22.30867,1702850.9388945
2026-04-22 00:00:00+00:00,76336.14,76414.13,76311.99,76311.99,106.39589,8122828.2137545
2026-04-22 00:05:00+00:00,76312.0,76500.0,76311.99,76450.0,98.82243,7549627.3951449
2026-04-22 00:10:00+00:00,76450.01,76450.01,76319.31,76417.85,39.01902,2979767.1430495
2026-04-22 00:15:00+00:00,76417.85,76417.85,76278.53,76368.74,41.90658,3199768.9351338
2026-04-22 00:20:00+00:00,76368.73,76439.29,76287.31,76287.32,24.58765,1877557.5525654
2026-04-22 00:25:00+00:00,76287.32,76325.43,76242.8,76274.01,30.66401,2338870.5318193
2026-04-22 00:30:00+00:00,76274.0,76310.0,76252.6,76254.16,16.78933,1280838.5194292
2026-04-22 00:35:00+00:00,76254.16,76338.33,76220.4,76338.33,41.85064,3191669.4669901
2026-04-22 00:40:00+00:00,76338.33,76400.0,76301.76,76338.0,16.34428,1247700.0548207
2026-04-22 00:45:00+00:00,76337.99,76374.33,76284.64,76284.65,18.8882,1441826.5260646
